KEY,English,Dutch
TT_WORDLIST_2,"Animal:Animal,Oso:Bear,Bisonte:Bison,Jaula:Cage,Ternero:Calf,Canario:Canary,Pienso para gatos:Cat food,Gallina:Chicken,Delfín:Dolphin,Asno:Donkey,Pienso para perros:Dog food,Huevo:Egg,Elefante:Elephant,Granja:Farm,Pecera:Fish tank,Rana:Frog,Jirafa:Giraffe,Cabra:Goat,Oca:Goose,medusa:Jellyfish,Canguro:Kangaroo,Cordero:Lamb,Mono:Monkey,Mejillón:Mussel,Pantera:Panther,Gallo:Rooster,Salamandra:Salamander,Caracol:Snail,Araña:Spider,Cuidador de animales:Zookeeper,Beicon:Bacon,Plátanos:Bananas,Barbacoa:Barbecue,Bayas:Berries,Pan:Bread,Brócoli:Broccoli,Mayordomo:Butler,Mantequilla:Butter,Coco:Coconut,Café:Coffee,Maíz:Corn,Dieta:Diet,Cena:Dinner,Plato:Dish,Tenedor:Fork,Patatas fritas:Fries,Cubito de hielo:Ice cube,Cuchillo:Knife,Almuerzo:Lunch,Mango:Mango,Melón:Melon,Pimienta:Pepper,Pícnic:Picnic,Pizza:Pizza,Plato:Plate,Arroz:Rice,Ensalada:Salad,Sal:Salt,Salsa:Sauce,Cuchara:Spoon,Sorbete:Sorbet,Cocina:Stove,Azúcar:Sugar,Dulce:Sweet,Mesa:Table,Vino:Wine,Playa:Beach,Rama:Branch,Brisa:Breeze,Cactus:Cactus,Arcilla:Clay,Acantilado:Cliff,Clima:Climate,Nube:Cloud,Desierto:Desert,Zanja:Ditch,Duna:Dune,Campo:Field,Flor:Flower,Bosque:Forest,Calor:Heat,Colinas:Hills,Jungla:Jungle,Montaña:Mountain,Néctar:Nectar,Estanque:Pond,Carrizo:Reed,Semilla:Seed,Verano:Summer,Tronco:Trunk,Tulipán:Tulip,Ramita:Twig,El tiempo:Weather,Selva:Wilderness,Invierno:Winter,Once:Eleven,Doce:Twelve,Trece:Thirteen,Catorce:Fourteen,Quince:Fifteen,Dieciséis:Sixteen,Diecisiete:Seventeen,Dieciocho:Eighteen,Diecinueve:Nineteen,Veinte:Twenty,Amarillo:Yellow,Naranja:Orange,Morado:Purple,Blanco:White,Gris:Grey,Marrón:Brown,Animales:Animals,Crisálida:Cocoon,Ciervo:Deer,Águila:Eagle,Hipopótamo:Hippo,Hiena:Hyena,Orca:Killer whale,Leopardo:Leopard,Lagosta:Lobster,Mascota:Pet,Mapache:Raccoon,Serpiente de cascabel:Rattlesnake,Reptil:Reptile,Rinoceronte:Rhino,Salmón:Salmon,Sardina:Sardine,Estrella de mar:Starfish,Cola:Tail,Tortuga:Turtle,Veterinario:Vet,Ballena:Whale,Habas:Beans,Remolachas:Beets,Botella:Bottle,Desayuno:Breakfast,Cafetería:Snackbar,Zanahoria:Carrot,Cereza:Cherry,Cereales:Cornflakes,Cracker:Cracker,Cruasán:Croissant,Donut:Donut,Fondue:Fondue,Ajo:Garlic,Pomelo:Grapefruit,Uvas:Grapes,Hamburguesa:Hamburger,Miel:Honey,Cocina:Kitchen,Kiwi:Kiwi fruit,Limón:Lemon,Lima:Lime,Muffin:Muffin,Mostaza:Mustard,Nectarina:Nectarine,Fideos:Noodles,Aceitunas:Olives,Tortilla francesa:Omelette,Pedir:Order,Melocotón:Peach,Pizzería:Pizzeria,Patatas:Potatoes,Flan:Pudding,Receta:Recipe,Cafetería:Snack bar,Col de Bruselas:Sprout,Fresas:Strawberries,Tomates:Tomatoes,Cebollas:Onions,Camarero:Waiter,Yogur:Yogurt,Otoño:Autumn,Bambú:Bamboo,Biotopo:Biotope,Florescencia:Blossom,Castaño:Chestnut tree,Abono:Compost,Guardabosques:Forester,Insectos:Insects,Arce:Maple,Roble:Oak tree,Oasis:Oasis,Pino:Pine tree,Piña:Pinecone,Planetas:Planets,Plancton:Plankton,Gota de lluvia:Raindrop,Selva tropical:Rainforest,Sabaña:Savanna,Alga marina:Seaweed,Primavera:Spring,Estepa:Steppe,Ciénaga:Swamp,Trópicos:Tropics,Tundra:Tundra,Treinta:Thirty,Cuarenta:Forty,Cincuenta:Fifty,Sesenta:Sixty,Setenta:Seventy,Ochenta:Eighty,Noventa:Ninety,Cien:One hundred,Oro:Gold,Plata:Silver,Lila:Lilac,Celeste:Light blue,Verde claro:Light green,Beis:Beige,","Animal:Dier,Bear:Beer,Bison:Bizon,Cage:Kooi,Calf:Kalf,Canary:Kanarie,Cat food:Kattenvoer,Chicken:Kip,Dolphin:Dolfijn,Donkey:Ezel,Dog food:Hondenvoer,Egg:Ei,Elephant:Olifant,Farm:Boerderij,Fish tank:Vissenkom,Frog:Kikker,Giraffe:Giraf,Goat:Geit,Goose:Gans,Jellyfish:Kwal,Kangaroo:Kangoeroe,Lamb:Lam,Monkey:Aap,Mussel:Mossel,Panther:Panter,Rooster:Haan,Salamander:Salamander,Snail:Slak,Spider:Spin,Zookeeper:Dierenverzorger,Bacon:Spek,Bananas:Bananen,Barbecue:Barbecue,Berries:Bessen,Bread:Brood,Broccoli:Broccoli,Butler:Butler,Butter:Boter,Coconut:Kokosnoot,Coffee:Koffie,Corn:Mais,Diet:Dieet,Dinner:Avondmaaltijd,Dish:Gerecht,Fork:Vork,Fries:Patat,Ice cube:Ijsklontje,Knife:Mes,Lunch:Lunch,Mango:Mango,Melon:Meloen,Pepper:Peper,Picnic:Picknick,Pizza:Pizza,Plate:Bord,Rice:Rijst,Salad:Salade,Salt:Zout,Sauce:Saus,Spoon:Lepel,Sorbet:Sorbet,Stove:Fornuis,Sugar:Suiker,Sweet:Zoet,Table:Tafel,Wine:Wijn,Beach:Strand,Branch:Tak,Breeze:Bries,Cactus:Cactus,Clay:Klei,Cliff:Klip,Climate:Klimaat,Cloud:Wolk,Desert:Woestijn,Ditch:Greppel,Dune:Duin,Field:Veld,Flower:Bloem,Forest:Bos,Heat:Hitte,Hills:Heuvels,Jungle:Oerwoud,Mountain:Berg,Nectar:Nectar,Pond:Vijver,Reed:Riet,Seed:Zaad,Summer:Zomer,Trunk:Stam,Tulip:Tulp,Twig:Takje,Weather:Weer,Wilderness:Wildernis,Winter:Winter,Eleven:Elf,Twelve:Twaalf,Thirteen:Dertien,Fourteen:Veertien,Fifteen:Vijftien,Sixteen:Zestien,Seventeen:Zeventien,Eighteen:Achttien,Nineteen:Negentien,Twenty:Twintig,Yellow:Geel,Orange:Oranje,Purple:Paars,White:Wit,Grey:Grijs,Brown:Bruin,Animals:Dieren,Cocoon:Cocon,Deer:Hert,Eagle:Adelaar,Hippo:Nijlpaard,Hyena:Hyena,Killer whale:Orka,Leopard:Luipaard,Lobster:Kreeft,Pet:Huisdier,Raccoon:Wasbeer,Rattlesnake:Ratelslang,Reptile:Reptiel,Rhino:Neushoorn,Salmon:Zalm,Sardine:Sardien,Starfish:Zeester,Tail:Staart,Turtle:Schildpad,Vet:Dierenarts,Whale:Walvis,Beans:Bonen,Beets:Bieten,Bottle:Fles,Breakfast:Ontbijt,Cafeteria:Cafeteria,Carrot:Wortel,Cherry:Kers,Cornflakes:Cornflakes,Cracker:Cracker,Croissant:Croissant,Donut:Donut,Fondue:Fondue,Garlic:Knoflook,Grapefruit:Grapefruit,Grapes:Druiven,Hamburger:Hamburger,Honey:Honing,Kitchen:Keuken,Kiwi fruit:Kiwi fruit,Lemon:Citroen,Lime:Limoen,Muffin:Muffin,Mustard:Mosterd,Nectarine:Nectarine,Noodles:Noodles,Olives:Olijven,Omelette:Omelette,Order:Bestellen,Peach:Perzik,Pizzeria:Pizzaria,Potatoes:Aardappelen,Pudding:Pudding,Recipe:Recept,Snack bar:Snackbar,Sprout:Spruit,Strawberries:Aardbeien,Tomatoes:Tomaten,Unions:Uien,Waiter:Ober,Yogurt:Yoghurt,Autumn:Herfst,Bamboo:Bamboe,Biotope:Biotoop,Blossom:Bloesem,Chestnut tree:Kastanjeboom,Compost:Compost,Forester:Boswachter,Insects:Insecten,Maple:Esdoorn,Oak tree:Eikenboom,Oasis:Oase,Pine tree:Dennenboom,Pinecone:Dennenappel,Planets:Planeten,Plankton:Plankton,Raindrop:Regendruppel,Rainforest:Regenwoud,Savanna:Savanna,Seaweed:Zeewier,Spring:Lente,Steppe:Steppe,Swamp:Moeras,Tropics:Tropen,Tundra:Toendra,Thirty:Dertig,Forty:Veertig,Fifty:Vijftig,Sixty:Zestig,Seventy:Zeventig,Eighty:Tachtig,Ninety:Negentig,One hundred:Honderd,Gold:Goud,Silver:Zilver,Lilac:Lila,Light blue:Licht blauw,Light green:Licht groen,Beige:Beige, "
TT_WORDLIST_3,"Animales:Animals,Crisálida:Cocoon,Ciervo:Deer,Águila:Eagle,Hipopótamo:Hippo,Hiena:Hyena,Leopardo:Leopard,Langosta:Lobster,Mascota:Pet,Mapache:Raccoon,Serpiente de cascabel:Rattlesnake,Reptil:Reptile,Rinoceronte:Rhino,Salmón:Salmon,Sardina:Sardine,Estrella de mar:Starfish,Cola:Tail,Tortuga:Turtle,Veterinario:Veterinarian,Ballena:Whale,Habas:Beans,Remolachas:Beets,Botella:Bottle,Desayuno:Breakfast,Cafetería:Snackbar,Zanahoria:Carrot,Cereza:Cherry,Cereales:Cornflakes,Cracker:Cracker,Croasán:Croissant,Donut:Donut,Fondue:Fondue,Ajo:Garlic,Pomelo:Grapefruit,Uvas:Grapes,Hamburguesa:Hamburger,Miel:Honey,Col:Cabbage,Cocina:Kitchen,Kiwi:Kiwi,Puerro:Leek,Limón:Lemon,Lima:Lime,Muffin:Muffin,Mostaza:Mustard,Nectarina:Nectarine,Fideos:Noodles,Aceitunas:Olives,Tortilla francesa:Omelette,Naranja:Orange,Pedir:Order,Melocotón:Peach,Pizzería:Pizzeria,Patatas:Potatoes,Flan:Pudding,Receta:Recipe,Cafetería:Snackbar,Col de Bruselas:Sprout,Fresas:Strawberries,Tomates:Tomatoes,Cebollas:Onions,Camarero:Waiter,Yogur:Yogurt,Otoño:Autumn,Bambú:Bamboo,Biotopo:Biotope, Florescencia:Blossom,Abono:Compost,Guardabosques:Forester,Temporal:Heavy weather,insectos:Insects,Arce:Maple,Roble:Oak tree,Oasis:Oasis,Pino:Pine tree,Piña:Pinecone,Planetas:Planets,Plancton:Plankton,Gota de lluvia:Raindrop,Selva tropical:Rainforest,Sabana:Savanna,Alga mariina:Seaweed,Primavera:Spring,Estepa:Steppe,Ciénaga:Swamp,Trópicos:Tropics,Tundra:Tundra,El tiempo:Weather,Fuerza del viento:Wind power,Dirección del viento:Wind direction,Treinta:Thirty,Cuarenta:Forty,Cincuenta:Fifty,Sesenta:Sixty,Setenta:Seventy,Ochenta:Eighty,Noventa:Ninety,Cien:One hundred,Oro:Gold,Plata:Silver,Lila:Lilac, Celeste:Light blue,Verde claro:Light green,Beis:Beige,","Animals:Dieren,Cocoon:Cocon,Deer:Hert,Eagle:Adelaar,Hippo:Nijlpaard,Hyena:Hyena,Leopard:Luipaard,Lobster:Kreeft,Pet:Huisdier,Raccoon:Wasbeer,Rattlesnake:Ratelslang,Reptile:Reptiel,Rhino:Neushoorn,Salmon:Zalm,Sardine:Sardien,Starfish:Zeester,Tail:Staart,Turtle:Schildpad,Veterinarian:Dierenarts,Whale:Walvis,Beans:Bonen,Beets:Bieten,Bottle:Fles,Breakfast:Ontbijt,Cafeteria:Cafeteria,Carrot:Wortel,Cherry:Kers,Cornflakes:Cornflakes,Cracker:Cracker,Croissant:Croissant,Donut:Donut,Fondue:Fondue,Garlic:Knoflook,Grapefruit:Grapefruit,Grapes:Druiven,Hamburger:Hamburger,Honey:Honing,Cabbage:Kool,Kitchen:Keuken,Kiwi:Kiwi,Leek:Prei,Lemon:Citroen,Lime:Limoen,Muffin:Muffin,Mustard:Mosterd,Nectarine:Nectarine,Noodles:Noodles,Olives:Olijven,Omelette:Omelette,Orange:Sinaasappel,Order:Bestellen,Peach:Perzik,Pizzeria:Pizzeria,Potatoes:Aardappelen,Pudding:Pudding,Recipe:Recept,Snackbar:Snackbar,Sprout:Spruit,Strawberries:Aardbeien,Tomatoes:Tomaten,Onions:Uien,Waiter:Ober,Yogurt:Yoghurt,Autumn:Herfst,Bamboo:Bamboe,Biotope:Biotoop,Blossom:Bloesem,Compost:Compost,Forester:Boswachter,Heavy weather:Zwaar weer,Insects:Insecten,Maple:Esdoorn,Oak tree:Eikenboom,Oasis:Oase,Pine tree:Dennenboom,Pinecone:Dennenappel,Planets:Planeten,Plankton:Plankton,Raindrop:Regendruppel,Rainforest:Regenwoud,Savanna:Savanna,Seaweed:Zeewier,Spring:Lente,Steppe:Steppe,Swamp:Moeras,Tropics:Tropen,Tundra:Toendra,Weather,Wind power:Windkracht,Wind direction:Windrichting,Thirty:Dertig,Forty:Veertig,Fifty:Vijftig,Sixty:Zestig,Seventy:Zeventig,Eighty:Tachtig,Ninety:Negentig,One hundred:Honderd,Gold:Goud,Silver:Zilver,Lilac:Lila,Light blue:Licht blauw,Light green:Licht groen,Beige:Beige,"
TT_WORDLIST_4,"Anfibio:Amphibian,Mariposa:Butterfly,Carnívoro:Carnivore,De sangre fría:Cold blooded,Colonia:Colony,Puma:Cougar,Grillo:Cricket,Libélula:Dragonfly,Cadena alimentaria:Food chain,Provisión de alimentos:Food supply,Saltamontes:Grasshopper,Hábitat:Habitat,Erizo:Hedgehog,Hervívoro:Herbivore,Mariquita:Ladybug,Omnívoro:Omnivore,Ostra:Oyster,Paloma:Pigeon,Marisco:Shellfish,Gamba:Shrimp,Ardilla:Squirrel,De sangre caliente:Warm blooded,Pájaro carpintero:Woodpecker,Albaricoque:Apricot,Esparrago:Asparagus,Albahaca:Basil,Caldo:Broth,Col:Cabbage,Carbohidrato:Carbohydrate,Coliflor:Cauliflower,Laminador de queso:Cheese slicer,Canela:Cinnamon,Pepino:Cucumber,Tabla de cortar:Cutting board,Productos lácteos:Dairy,Postre:Dessert,Berenjena:Eggplant,Zumo de frutas:Fruit juice,Freidora:Frying pan,Jengibre:Ginger,Utensilios de cocina:Kitchenware,Lechuga:Lettuce,Plato principal:Main course,Vaso medidor:Measuring cup,Mozzarella:Mozzarella,Champiñones:Mushrooms,Orégano:Oregano,Papel de cocina:Paper towels,Perejil:Parsley,Piña:Pineapple,Calabaza:Pumpkin,Frambuesa:Raspberry,Reservado:Reserved,Chucrut:Sauerkraut,Salchicha:Sausage,Aceite de sésamo:Sesame oil,Colador:Sieve,Agrio/a:Sour,Rollitos de primavera:Spring rolls,Para llevar:Takeaway,Mandarina:Tangerine,Terraza:Terrace,Verdura:Vegetable,Vinagre:Vinegar,Calabacín:Zucchini,Agricultura:Agriculture,Altitud:Altitude,Corteza:Bark,Haya:Beech,Abedul:Birch,Bombilla:Bulb,Ciclo:Cycle,Rocío:Dew,Llovizna:Drizzle,Ecuador:Equator,Erosión:Erosion,Abeto:Fir,Brezal:Heath,Altiplano:Highland,Jacinto:Hyacinth,Paisaje:Landscape,Llanura:Lowland,Leñador:Lumberjack,Niebla:Mist,Moho:Mold,Huerto:Orchard,Santuario:Sanctuary,Suelo:Soil,Sistema solar:Solar system,Especias:Spices,Caña de azúcar:Sugar cane,Espina:Thorn,Crepúsculo:Twilight,Neblina:Vapor,Sauce:Willow,Mil:One thousand,Marrón oscuro:Dark brown,Amarillo oscuro:Dark yellow,","Amphibian:Amfibie,Butterfly:Vlinder,Carnivore:Carnivoor,Coldblooded:Koudbloedig,Colony:Kolonie,Cougar:Poema,Cricket:Krekel,Dragonfly:Libelle,Food chain:Voedselketen,Food supply:Voedselvoorziening,Grasshopper:Sprinkhaan,Habitat:Leefgebied,Hedgehog:Egel,Herbivore:Herbivoor,Ladybug:Lieveheersbeestje,Omnivore:Omnivoor,Oyster:Oester,Pigeon:Duif,Shellfish:Schelpdier,Shrimp:Garnaal,Squirrel:Eekhoorn,Warm blooded:Warmbloedig,Woodpecker:Specht,Apricot:Abrikoos,Asparagus:Asperge,Basil:Basilicum,Broth:Bouillon,Cabbage:Kool,Carbohydrate:Koolhydraat,Cauliflower:Bloemkool,Cheese slicer:Kaasschaaf,Cinnamon:Kaneel,Cucumber:Komkommer,Cutting board:Snijplank,Dairy:Zuivel,Dessert:Toetje,Eggplant:Aubergine,Fruit juice:Fruitsap,Frying pan:Frituurpan,Ginger:Gember,Kitchenware:Keukengerei,Lettuce:Sla,Main course:Hoofdgerecht,Measuring cup:Maatbeker,Mozzarella:Mozzarella,Mushrooms:Champignons,Oregano:Oregano,Paper towels:Keukenrol,Parsley:Peterselie,Pineapple:Ananas,Pumpkin:Pompoen,Raspberry:Framboos,Reserved:Gereserveerd,Sauerkraut:Zuurkool,Sausage:Worst,Sesame oil:Sesamolie,Sieve:Zeef,Sour:Zuur,Spring rolls:Loempia,Takeaway:Afhaal,Tangerine:Mandarijn,Terrace:Terras,Vegetable:Groente,Vinegar:Azijn,Zucchini:Courgette,Agriculture:Landbouw,Altitude:Hoogte,Bark:Schors,Beech:Beukenboom,Birch:Berkenboom,Bulb:Gloeilamp,Cycle:Cyclus,Dew:Dauw,Drizzle:Motregen,Equator:Evenaar,Erosion:Erosie,Fir:Spar,Heath:Heide,Highland:Hoogland,Hyacinth:Hyacint,Landscape:Landschap,Lowland:Laagland,Lumberjack:Houthakker,Mist:Mist,Mold:Schimmel,Orchard:Boomgaard,Sanctuary:Heiligdom,Soil:Grond,Solar system:Zonnestelsel,Spices:Kruiden,Sugar cane:Suikerriet,Thorn:Doorn,Twilight:Schemering,Vapor:Damp,Willow:Wilg,One thousand:Duizend,Dark brown:Donker bruin,Dark yellow:Donker geel,"
TT_HUD_SCORE_LABEL,Score,Score
UI_SMARTPHONE_POPUP_LOCKED_TITLE,Members only,Alleen voor leden
UI_SMARTPHONE_POPUP_LOCKED_DESCRIPTION,This app is for DuckWorld members only. Would you like to join?,"Deze app is alleen beschikbaar voor leden van DuckWorld.
Wil je lid worden?"
UI_INSTALL_DOWNLOADING_FILES,Downloading new game files from:,Bestanden worden gedownload van:
UI_INSTALL_DONE_DOWNLOADING,"Done downloading, starting installer.","Klaar met downloaden, installatie begint."
UI_INSTALL_START,"Starting installer, please wait.","Installatie begint, moment geduld a.u.b."
UI_LEVELSELECT_GAME_LOCKED_TITLE,Locked,Op slot
UI_LEVELSELECT_GAME_LOCKED_BODY,Complete previous levels first!,Speel eerst de voorgaande levels uit!
UI_LOGIN_BANNED,This account has been banned.,Dit account is geblokeerd.
UI_LOGIN_LICENSE_EXPIRED,The license of this account has expired.,De licentie van dit account is verlopen.
UI_LOGIN_INVALID_CREDENTIALS,Invalid username/password. Please try again.,Ongeldige spelersnaam/wachtwoord. Probeer het opnieuw.
UI_LOGIN_NO_EMPTY_FIELDS,Please enter a username and password.,Vul aub een spelersnaam en wachtwoord in.
UI_SOMETHING_WENT_WRONG,Something went wrong.,Er is iets fout gegaan.
UI_ERROR_OCCURED,An error has occurred!\n,Er is een fout opgetreden!
UI_USERNAME,Username,Spelersnaam
UI_PASSWORD,Password,Wachtwoord
UI_HELP,Help,Help
UI_EMAILADDRESS,Email address,E-mailadres
UI_SEND_AN_EMAIL,Send an Email,Verstuur een E-mail
UI_SEND,Send,Verzend E-mail
UI_TIP_PARENTS,Tip your parents,Tip je ouders
UI_TIP_PARENTS_MESSAGE,"Dear DuckWorld-player,
 
By clicking send an email with more information on
DuckWorld Smart Adventures will be send to
your parents/guardians.
 
Cheerful greetings,
 
The DuckWorld-team","Beste DuckWorld-speler,
 
Door op verzenden te drukken wordt een mailtje met meer
informatie over DuckWorld Smart Adventures naar je
ouders/verzorgers verstuurd.
 
Vrolijke groet,
 
Het DuckWorld-team"
UI_REGISTER,Sign up,Word nu lid
UI_QUIT,Quit,Stoppen
UI_LOGIN,Login,Login
UI_LOGOUT,Switch user,Uitloggen
UI_PASSWORD_FORGET,Forgot password?,Wachtwoord vergeten?
UI_OPTIONS,Options,Opties
UI_FREE_PLAY,Free play,Gratis spelen
UI_ARE_YOU_SURE,Are you sure?,Weet je het zeker?
UI_CANCEL,Cancel,Annuleren
UI_DATE_FORMAT,MM-dd-yyyy,dd-MM-yyyy
UI_DONE,Done,Klaar
UI_WINDOW_TITLE,Level {0},Level {0}
UI_LOADING,Loading...,Laden...
UI_NO,No,Nee
UI_OK,Ok,OK
UI_FAILEDWINDOW_TITLE,FAILED!,HELAAS...
UI_CHALLENGEWINODW_TITLE,CHALLENGE,UITDAGEN
UI_CHALLENGEWINDOW_NOFRIENDS_TITLE,Challenge a Friend,Vrienden Uitdagen
UI_CHALLENGEWINDOW_NOFRIENDS_BODY,"You have not made any friends yet.
You can make new friends at the meeting point.

Would you like to go to the meeting point?","Je hebt nog geen vrienden.
Op het ontmoetpunt kun je je vrienden te vinden.

Wil je naar het ontmoetpunt gaan?"
UI_HIGHSCORESWINDOW_TITLE,HIGHSCORES,HIGHSCORES
UI_PAUSEWINDOW_BODY,PAUSE,PAUZE
UI_STARTMENU_POPUP_LOCKED_BUY,Yes,Ja
UI_STARTMENU_POPUP_LOCKED_CONTINUE,No,Nee
UI_STARTMENU_POPUP_LOCKED_DESCRIPTION,"This level is for DuckWorld members only.
Would you like to join?","Dit level is alleen beschikbaar voor leden van DuckWorld.
Wil je lid worden?"
UI_STARTMENU_POPUP_LOCKED_TITLE,Members only,Alleen voor leden
UI_SUCCESS_TOTAL,Total,Totaal
UI_UNKNOWN,Onbekend,Onbekend
UI_VICTORYWINDOW_COINS_EARNED,Congratulations! You earned money!,Gefeliciteerd! Je hebt geld verdiend!
UI_VICTORYWINDOW_SCORE,Score,Score
UI_VICTORYWINDOW_TOTAL_SCORE,Total:,Totaal:
UI_VICTORYWINDOW_TITLE,Victory!,GEHAALD!
UI_YES,Yes,Ja
UI_GAME_UNLOCKED_TITLE,New game,Nieuw spel
UI_GAME_UNLOCKED_BODY,You can now play {0}!,Je kunt nu ook {0} spelen!
UI_GAME_THRESHOLD_REACHED_TITLE,You made it to level {0}!,Je hebt level {0} gehaald!
UI_GAME_THRESHOLD_REACHED_BODY,Keep playing and improve your score!,Speel door voor een betere score!
WR_ERROR_ITEM_ALREADY_BOUGHT,You cannot buy items you have already bought. ,Je kunt geen kleding kopen die je al hebt.
WR_ERROR_PURCHASE_FAILED,Purchase of {0} items failed.,Aankoop van {0} kleren mislukt.
WR_POPUP_NOT_ENOUGH_COINS,"You don’t have enough Duck Coins to purchase this item.\nYou need {0}, but you only have {1}.",Je hebt niet genoeg muntjes om dit item te kopen.\nJe hebt er {0} nodig en je hebt er maar {1}.
WR_POPUP_SAVE_OUTFIT,Save outfit?,Deze outfit opslaan?
WR_POPUP_TITLE_NOT_ENOUGH_COINS,Not enough Duck Coins!,Niet genoeg muntjes!
WR_POPUP_TOTAL_ITEM_COSTS,These items cost {0} Duck Coins.,Deze kleren kosten je {0} muntjes.
ZT_CINEMATICINTRO_TEXT,"Bring all crates to
Uncle Scrooge’s zoo!
Don’t let them
fall of the truck!","Breng alle kisten naar 
oom Dagoberts dierentuin. 
Maar laat ze niet van de 
wagen vallen!"
ZT_COUNTDOWN_GO,Go!,Start!
ZT_VICTORYWINDOW_SCORE_CRATES_DELIVERED,Crates delivered: {0} x {1},Kisten afgeleverd: {0} x {1}
ZT_VICTORYWINDOW_SCORE_TIME_LEFT,Time left: {0} x {1},Tijd over: {0} x {1}
DQ_CATEGORIE_MIX,Mix,Mix
DQ_CATEGORIE_ANIMALS,Animals,Dieren
DQ_CATEGORIE_DISNEY,Disney,Disney
DQ_CATEGORIE_DONALD,Donald Duck,Donald Duck
DQ_CATEGORIE_GEO,Geography,Aardrijkskunde
DQ_CATEGORIE_HISTORY,History,Geschiedenis
DQ_CATEGORY_DESCRIPTION,In this round we play:,In deze ronde spelen we:
DQ_SCOREWINDOW_TOTALSCORE,Score,Score
DQ_SCOREWINDOW_BONUS_ROUND,Bonus score,Bonus ronde:
DQ_CINEMATICINTRO_TEXT,"Welcome! This is the Duck Quiz!
Who is brightest and who
knows most? Dear candidates:
hands on buzzers, and
let’s begin!","Welkom bij de Duck Quiz!  
Wie is het slimst en wie weet 
het meest? Beste kandidaten: 
handen aan de knoppen, we 
gaan beginnen!"
DQ_CATEGORIE_CAPITALS,Capitals,Hoofdsteden
DQ_CATEGORIE_FLAGS,Flags,Vlaggen
ERROR_-1_TITLE,Not connected!,Niet verbonden!
ERROR_-1_TEXT,"There is a connection error, please try again later.","Er is een probleem met de verbinding, probeer het later opnieuw."
ERROR_GENERIC_TITLE,Error,Fout
ERROR_GENERIC_TEXT,"An error has occured, please try logging in again.","Een onverwachte fout opgetreden, probeer opnieuw in te loggen."
HONORARY_CITIZEN_POPUP_TITLE,Honorary citizen!,Ereburger!
HONORARY_CITIZEN_POPUP_DESCRIPTION,"Congratulations {0}, you’re now the honorary citizen of Duckburg!\nYou have completed all the levels. The story will soon continue with chapter 3!","Gefeliciteerd {0}, je bent ereburger van Duckstad!\nJe hebt alle spellen in het verhaal uitgespeeld, binnenkort komt hoofdstuk 3 uit waar het verhaal verder gaat!"
SF_MESSAGING_TITLE_URLMESSAGE,Message from {0},Bericht van {0}
ERROR_401_TITLE,Logged out,Uitgelogd
ERROR_401_DESCRIPTION,"Your session has expired, please log in again.","Je bent uitgelogd, log alstublieft opnieuw in."
ERROR_UPDATE_TITLE,New update available!,Nieuwe versie beschikbaar!
ERROR_UPDATE_BODY,"There is an update available for Duckworld,
which will now be downloaded.

Your current version is {0}, the new version is {1}.
One moment please.","Er is een nieuwe versie van Duckworld beschikbaar,
deze zal nu worden gedownload.

Jouw versie is {0}, de nieuwe versie is {1}
Even geduld alsjeblieft."
UI_LOGIN_CONNECTION_PROBLEMS,"There are problems with your connection to Duckworld, please try again later. ","Er is een probleem met de verbinding, probeer het later opnieuw."
ERROR_DOWNLOAD_CORRUPTED,Corrupted download!,Download is mislukt!
LANGUAGE_ENGLISH,English,Engels
LANGUAGE_DUTCH,Dutch,Nederlands
UI_LEVELSELECT_GAME_LOCKED_SA_TITLE,Locked,Op slot
UI_LEVELSELECT_GAME_LOCKED_SA_BODY,"Wak! This area is currently closed. 
Later this year you can read when this area is opened in Donald Duck weekly.","Wak! Dit gebied is nog gesloten! 
Later dit jaar kun je in de Donald Duck lezen wanneer dit gebied geopend wordt."
HUB_POPUP_LOCKEDGAME_SA_TITLE,Locked,Op slot
HUB_POPUP_LOCKEDGAME_SA_DESCRIPTION,"Wak! This area is currently closed. 
Later this year you can read when this area is opened in Donald Duck weekly.","Wak! Dit gebied is nog gesloten! 
Later dit jaar kun je in de Donald Duck lezen wanneer dit gebied geopend wordt."
HUB_POPUP_LOCKEDGAME_SA_BUTTON_CONTINUE,Continue,OK
